checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
1,0.5588235294117647,3,8,0.20441289754594477,1,1,1.0,4,2,0.6666666666666667,2,0.26785714285714285,3,3,0.0,3,0.0,1,1,0
2,0.10294117647058824,4,8,0.24876196764608782,1,5,0.3333333333333333,4,2,1.0,3,0.5714285714285714,3,3,0.0,3,0.0,1,1,1
4,0.7352941176470588,1,9,0.5054473423572136,4,3,0.3333333333333333,4,2,0.3333333333333333,3,0.35714285714285715,3,3,0.0,4,1.0,1,1,1
2,0.38235294117647056,3,7,0.19709475074281943,1,1,0.3333333333333333,3,2,0.0,3,0.0535714285714286,3,3,0.0,3,0.0,1,1,1
4,0.2941176470588235,3,8,0.3132496973698691,4,1,0.0,2,2,0.0,2,0.44642857142857145,3,3,0.3333333333333333,3,0.0,2,1,0
4,0.16176470588235292,3,8,0.0529877847474414,3,4,1.0,4,2,0.6666666666666667,3,0.49999999999999994,2,3,0.0,3,0.0,2,1,1
4,0.20588235294117646,3,5,0.07252118410916694,2,3,0.6666666666666667,2,2,1.0,3,0.0892857142857143,3,2,0.0,4,0.0,1,1,1
1,0.2941176470588235,3,2,0.08281060856168151,1,4,1.0,2,3,1.0,4,0.6964285714285714,3,3,0.0,4,0.0,2,1,1
1,0.08823529411764706,3,8,0.1136238582590514,1,4,0.6666666666666667,4,2,1.0,4,0.5892857142857142,3,3,0.0,4,0.0,1,1,1
4,0.1176470588235294,5,5,0.06393749312204247,1,3,1.0,2,3,0.3333333333333333,4,0.17857142857142855,3,3,0.3333333333333333,1,0.0,2,1,1
2,0.20588235294117646,5,7,0.05749972488169913,1,1,1.0,2,2,0.0,3,0.14285714285714285,3,3,0.3333333333333333,3,0.0,1,1,1
2,0.47058823529411764,3,1,0.6802024870694399,2,3,0.0,4,2,1.0,1,0.49999999999999994,3,1,0.0,3,1.0,2,1,0
1,0.20588235294117646,3,3,0.10999229668757565,2,5,1.0,4,2,0.6666666666666667,2,0.19642857142857145,3,3,0.0,1,1.0,2,1,1
1,0.1176470588235294,1,4,0.047210300429184546,1,5,1.0,4,2,0.6666666666666667,4,0.16071428571428575,3,3,0.3333333333333333,3,0.0,1,1,0
4,0.1176470588235294,5,8,0.020248706943985912,1,4,1.0,4,2,1.0,4,0.6607142857142858,3,3,0.0,3,0.0,1,1,1
1,0.1176470588235294,5,9,0.06377242214152085,1,4,1.0,4,2,0.6666666666666667,4,0.625,3,3,0.0,3,0.0,1,1,1
4,0.1176470588235294,5,8,0.030097942115109497,4,4,1.0,2,2,0.6666666666666667,3,0.25000000000000006,1,3,0.0,4,1.0,1,1,0
3,0.2941176470588235,5,7,0.18526466380543635,4,4,1.0,4,1,1.0,1,0.01785714285714285,3,2,0.3333333333333333,3,0.0,1,1,1
2,0.1176470588235294,3,3,0.05876526906569825,5,4,1.0,4,2,1.0,4,0.625,3,3,0.0,3,0.0,2,1,1
2,0.7352941176470588,1,5,0.8635963464289644,1,1,0.6666666666666667,4,2,1.0,1,0.6964285714285714,3,2,0.0,3,0.0,2,1,0
4,0.1176470588235294,5,1,0.09695168922636734,4,5,1.0,2,2,0.3333333333333333,2,0.75,3,3,0.0,3,0.0,1,1,1
2,0.20588235294117646,3,5,0.13051612193243095,2,3,1.0,4,2,1.0,2,0.26785714285714285,3,3,0.0,3,0.0,1,1,1
2,0.47058823529411764,5,8,0.11483437878287663,1,4,1.0,4,2,1.0,4,0.30357142857142855,3,3,0.0,3,0.0,1,1,1
2,0.23529411764705882,4,9,0.37454605480356556,4,5,0.6666666666666667,4,2,1.0,3,0.30357142857142855,1,2,0.3333333333333333,1,1.0,2,1,1
4,0.2941176470588235,3,3,0.06707384175195334,2,4,1.0,3,2,1.0,4,0.39285714285714285,3,2,0.0,4,0.0,1,1,1
2,0.47058823529411764,3,8,0.1140640475404424,1,5,1.0,4,2,1.0,2,0.0892857142857143,3,2,0.0,3,0.0,1,1,1
4,0.029411764705882346,4,8,0.037526136238582586,1,3,0.6666666666666667,2,2,0.3333333333333333,4,0.0892857142857143,3,3,0.0,3,0.0,1,1,1
2,0.07352941176470588,5,7,0.09183448883019699,1,5,1.0,4,2,0.6666666666666667,2,0.28571428571428575,3,2,0.0,3,0.0,2,1,1
4,0.1176470588235294,3,9,0.12077693408165512,4,1,0.3333333333333333,3,2,1.0,2,0.125,3,2,0.0,3,0.0,2,1,1
2,0.2941176470588235,5,2,0.6431165401122483,1,3,0.3333333333333333,4,1,0.6666666666666667,2,0.35714285714285715,3,3,0.3333333333333333,1,1.0,2,1,0
4,0.20588235294117646,2,3,0.34158688235941453,1,4,0.3333333333333333,4,2,1.0,1,0.35714285714285715,1,3,0.3333333333333333,1,1.0,2,1,0
2,0.1176470588235294,3,3,0.32067789149334214,1,5,0.3333333333333333,4,2,0.3333333333333333,2,0.23214285714285715,3,3,0.0,3,0.0,1,1,1
1,0.2941176470588235,3,7,0.4110817651590184,4,1,0.0,2,2,0.3333333333333333,3,0.19642857142857145,3,3,0.0,3,0.0,2,2,1
2,0.14705882352941174,3,5,0.06382744580169472,3,4,0.0,3,2,0.3333333333333333,4,0.28571428571428575,3,3,0.0,3,0.0,2,1,1
2,0.029411764705882346,4,5,0.06597336854847584,2,4,0.0,1,2,0.3333333333333333,2,0.21428571428571425,1,3,0.3333333333333333,3,1.0,1,1,1
3,0.16176470588235292,3,1,0.007813359744690218,1,1,1.0,2,2,1.0,3,0.07142857142857145,3,2,0.0,3,0.0,2,1,1
2,0.20588235294117646,3,3,0.33069219764498736,1,5,0.6666666666666667,4,2,0.6666666666666667,4,0.16071428571428575,3,2,0.0,4,0.0,1,1,1
4,0.47058823529411764,5,3,0.4184549356223176,1,3,1.0,2,2,0.3333333333333333,4,0.10714285714285715,2,3,0.3333333333333333,3,0.0,2,1,0
1,0.1176470588235294,3,8,0.07868383404864092,3,4,0.6666666666666667,3,2,0.0,4,0.28571428571428575,3,3,0.0,3,0.0,1,1,1
4,0.6470588235294117,5,8,0.18311874105865522,4,4,1.0,4,2,0.0,4,0.49999999999999994,3,3,0.0,3,0.0,2,1,1
1,0.5588235294117647,3,8,0.3809838230439089,4,5,1.0,2,2,0.6666666666666667,2,0.19642857142857145,3,3,0.0,1,0.0,2,1,0
1,0.08823529411764706,5,7,0.10355452844723231,4,1,0.3333333333333333,2,1,0.6666666666666667,4,0.14285714285714285,3,2,0.3333333333333333,3,0.0,1,2,1
1,0.4264705882352941,5,7,0.22180037416088919,3,3,0.0,2,2,1.0,2,0.07142857142857145,3,3,0.3333333333333333,3,0.0,1,1,0
2,0.1176470588235294,5,3,0.116430064927919,3,5,0.6666666666666667,1,2,0.6666666666666667,2,0.30357142857142855,3,3,0.0,1,0.0,2,1,1
1,0.25,3,8,0.0872125013755915,1,3,0.6666666666666667,2,2,0.3333333333333333,4,0.10714285714285715,3,3,0.3333333333333333,3,0.0,2,1,0
4,0.2941176470588235,5,9,0.1990756025090789,1,4,1.0,2,2,0.3333333333333333,2,0.39285714285714285,3,2,0.3333333333333333,1,0.0,2,1,1
4,0.1176470588235294,3,7,0.08352591614394189,1,3,0.6666666666666667,4,2,0.3333333333333333,4,0.0892857142857143,3,2,0.0,4,0.0,1,1,1
3,0.08823529411764706,5,3,0.0292175635523275,1,4,1.0,4,2,1.0,1,0.7857142857142858,3,1,0.3333333333333333,3,0.0,2,1,1
2,0.20588235294117646,3,7,0.09210960713106636,4,1,1.0,2,2,0.6666666666666667,4,0.14285714285714285,3,2,0.0,3,0.0,1,1,0
1,0.1176470588235294,5,3,0.10294926818531969,1,3,1.0,4,2,0.3333333333333333,3,0.19642857142857145,3,3,0.3333333333333333,3,0.0,1,1,1
1,0.1176470588235294,3,8,0.024815670738417523,1,3,1.0,3,2,0.3333333333333333,4,0.37499999999999994,3,3,0.0,4,0.0,1,1,1
2,0.1176470588235294,3,4,0.021404203807637284,1,3,1.0,4,2,0.3333333333333333,2,0.19642857142857145,3,3,0.0,3,0.0,1,1,0
2,0.1176470588235294,5,9,0.08858809287993837,1,2,1.0,4,2,0.3333333333333333,2,0.26785714285714285,3,3,0.3333333333333333,1,0.0,2,1,1
1,0.1176470588235294,5,3,0.17877187190491914,1,3,0.6666666666666667,2,1,0.3333333333333333,4,0.17857142857142855,3,3,0.3333333333333333,3,0.0,1,1,0
2,0.6470588235294117,3,3,0.45322988885220644,4,5,0.0,2,2,0.3333333333333333,2,0.0892857142857143,3,3,0.0,3,0.0,1,1,1
1,0.47058823529411764,4,1,0.36519203257400684,1,3,1.0,4,2,0.6666666666666667,3,0.17857142857142855,2,3,0.0,3,0.0,2,1,0
4,0.16176470588235292,3,7,0.1352481567073842,1,1,0.3333333333333333,4,2,0.6666666666666667,3,0.14285714285714285,1,3,0.3333333333333333,4,0.0,1,1,1
4,0.20588235294117646,3,7,0.09541102674149884,1,3,1.0,4,2,1.0,1,0.49999999999999994,1,1,0.3333333333333333,3,0.0,1,1,1
4,0.8235294117647058,3,8,0.5444040937603168,2,5,0.3333333333333333,2,2,1.0,4,0.035714285714285754,3,3,0.0,3,0.0,2,1,1
4,0.1176470588235294,5,8,0.05447342357213601,4,4,1.0,2,2,0.3333333333333333,4,0.33928571428571425,3,3,0.3333333333333333,3,0.0,2,1,1
4,0.338235294117647,4,9,0.46016287003411466,5,3,0.3333333333333333,4,2,0.3333333333333333,2,0.14285714285714285,3,3,0.3333333333333333,3,0.0,1,1,1
2,0.1176470588235294,3,8,0.02839220864971938,3,3,1.0,4,2,0.6666666666666667,4,0.8392857142857144,3,3,0.0,4,0.0,1,1,0
2,0.16176470588235292,5,8,0.1363486299108617,4,5,1.0,4,3,0.3333333333333333,4,0.28571428571428575,1,3,0.6666666666666667,3,0.0,2,1,1
3,0.1176470588235294,3,8,0.08974358974358974,1,3,0.3333333333333333,2,2,0.3333333333333333,2,0.44642857142857145,3,2,0.0,4,0.0,2,1,1
3,0.029411764705882346,3,3,0.025255860019808517,5,1,0.3333333333333333,3,2,0.3333333333333333,4,0.14285714285714285,3,3,0.0,2,0.0,1,2,1
2,0.47058823529411764,3,8,0.2500825354902608,1,1,1.0,2,2,0.0,1,0.19642857142857145,3,3,0.0,1,0.0,2,1,1
1,0.338235294117647,3,8,0.17420490811048753,1,3,0.6666666666666667,4,2,0.3333333333333333,2,0.14285714285714285,3,3,0.0,1,0.0,1,1,1
1,0.20588235294117646,3,7,0.121712336304611,1,3,0.3333333333333333,4,2,0.3333333333333333,2,0.0535714285714286,3,3,0.0,3,0.0,1,1,0
4,0.25,5,7,0.11213821943435677,1,1,1.0,2,2,1.0,3,0.07142857142857145,3,3,0.0,3,0.0,2,1,1
2,0.6470588235294117,2,5,0.18245845713656875,2,5,1.0,4,2,0.3333333333333333,2,0.19642857142857145,3,3,0.0,3,0.0,1,1,1
1,0.029411764705882346,5,3,0.0335644327060636,1,4,0.0,2,2,1.0,1,0.35714285714285715,3,3,0.3333333333333333,3,0.0,2,1,1
4,0.1176470588235294,5,3,0.023770221195113902,2,5,1.0,2,2,0.6666666666666667,2,0.5714285714285714,3,3,0.3333333333333333,3,0.0,2,1,1
1,0.47058823529411764,5,7,0.2817761637504127,1,3,0.6666666666666667,4,3,0.3333333333333333,3,0.16071428571428575,3,3,0.3333333333333333,3,0.0,1,1,1
4,0.20588235294117646,5,8,0.07329151535160118,5,4,1.0,4,2,1.0,2,0.48214285714285715,3,3,0.3333333333333333,3,0.0,1,1,1
4,0.029411764705882346,3,8,0.06030593155056674,2,4,0.3333333333333333,4,2,1.0,1,0.41071428571428575,1,1,0.0,3,1.0,2,1,1
4,0.08823529411764706,3,8,0.09210960713106636,1,3,0.0,4,2,1.0,3,0.33928571428571425,3,3,0.0,3,0.0,2,2,1
3,0.47058823529411764,3,8,0.30802244965335096,1,3,1.0,4,2,0.0,2,0.0892857142857143,3,3,0.0,3,0.0,1,1,1
2,0.2941176470588235,5,9,0.41311764058545175,5,4,0.3333333333333333,2,2,1.0,1,0.17857142857142855,3,2,0.0,3,0.0,1,1,1
2,0.2941176470588235,4,5,0.3695939253879168,2,5,1.0,4,2,1.0,2,0.30357142857142855,3,2,0.0,1,0.0,2,1,1
1,0.1176470588235294,3,7,0.056784417299438755,1,3,0.3333333333333333,2,2,1.0,2,0.01785714285714285,3,2,0.0,3,0.0,1,1,0
1,0.07352941176470588,5,4,0.057114559260482006,2,4,0.6666666666666667,4,3,1.0,4,0.5178571428571428,3,3,0.3333333333333333,3,1.0,1,2,1
1,0.1176470588235294,2,10,0.004897105755474855,1,4,1.0,3,2,0.0,2,0.46428571428571425,1,3,0.0,4,0.0,1,1,1
2,0.2941176470588235,3,3,0.1794871794871795,2,5,0.3333333333333333,4,2,0.6666666666666667,2,0.33928571428571425,1,3,0.3333333333333333,3,0.0,2,1,1
4,0.029411764705882346,5,8,0.09067899196654561,4,3,0.0,4,2,0.3333333333333333,4,0.26785714285714285,3,3,0.3333333333333333,4,1.0,1,1,1
4,0.2941176470588235,5,8,0.14427203697589966,2,4,0.6666666666666667,4,2,1.0,4,0.30357142857142855,3,3,0.0,3,1.0,2,1,1
4,0.20588235294117646,5,3,0.04429404643996919,1,1,1.0,2,2,0.0,3,0.19642857142857145,3,3,0.3333333333333333,3,0.0,1,1,1
4,0.16176470588235292,3,6,0.055683944095961266,3,5,1.0,4,2,0.6666666666666667,3,0.30357142857142855,3,3,0.3333333333333333,3,0.0,2,1,1
2,0.08823529411764706,3,3,0.3883569935072081,1,2,0.3333333333333333,4,2,1.0,1,0.9107142857142858,1,1,0.0,1,0.0,2,1,1
4,0.47058823529411764,3,3,0.03626059205458347,3,4,1.0,4,2,1.0,3,0.30357142857142855,3,3,0.0,3,0.0,1,1,1
4,0.029411764705882346,3,7,0.15010454495433037,3,3,0.0,4,2,0.3333333333333333,2,0.23214285714285715,3,3,0.0,3,0.0,2,1,1
1,0.20588235294117646,3,7,0.048475844613183675,1,2,1.0,2,2,0.3333333333333333,2,0.25000000000000006,3,3,0.0,3,0.0,1,1,0
2,0.10294117647058824,3,7,0.07301639705073182,5,1,1.0,2,2,0.0,4,0.01785714285714285,3,3,0.0,3,0.0,1,1,1
4,0.2941176470588235,3,7,0.2047980631671619,1,5,0.3333333333333333,2,2,1.0,3,0.10714285714285715,3,2,0.0,3,0.0,2,1,1
2,0.2941176470588235,5,5,0.09271486739297898,1,4,1.0,1,2,1.0,4,0.21428571428571425,3,3,0.3333333333333333,3,0.0,2,1,0
1,0.16176470588235292,1,3,0.03851656212171234,1,4,1.0,4,2,0.6666666666666667,2,0.25000000000000006,3,2,0.3333333333333333,3,1.0,1,1,0
4,0.1176470588235294,3,7,0.028227137669197756,1,3,1.0,2,2,0.0,4,0.125,3,3,0.0,3,0.0,2,1,1
2,0.2941176470588235,4,7,0.09981291955540883,1,2,0.6666666666666667,2,2,0.3333333333333333,3,0.26785714285714285,3,3,0.0,1,0.0,2,1,0
2,0.058823529411764705,3,8,0.06404754044239022,1,3,1.0,4,3,0.3333333333333333,4,0.25000000000000006,3,3,0.0,3,0.0,1,2,1
1,0.25,4,1,0.17409486079013978,1,1,0.3333333333333333,4,2,0.0,3,0.125,3,3,0.3333333333333333,3,0.0,1,1,0
4,0.38235294117647056,2,9,0.39809618135798397,4,2,1.0,2,2,0.0,4,0.6071428571428572,1,3,0.0,1,0.0,2,1,0
1,0.1176470588235294,3,7,0.1280400572246066,1,3,0.3333333333333333,1,2,0.0,2,0.41071428571428575,3,3,0.0,3,0.0,1,1,1
1,0.029411764705882346,5,8,0.00484208209530098,3,4,1.0,4,2,1.0,2,0.5892857142857142,3,3,0.3333333333333333,3,0.0,1,1,1
4,0.1176470588235294,3,8,0.09425552987784747,1,5,1.0,4,2,0.3333333333333333,2,0.21428571428571425,3,2,0.3333333333333333,1,1.0,2,1,1
