age,workclass,education,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,country,income
0.1643835616438356,7,2,1,4,4,5,2,0.0,0.0,0.5,5,0
0.4246575342465753,6,7,4,7,6,5,2,0.0,0.43663911845730025,0.6020408163265305,5,1
0.27397260273972607,4,2,4,6,6,5,2,0.0,0.0,0.47959183673469385,5,1
0.4246575342465753,4,3,3,8,3,5,1,0.0,0.0,0.39795918367346933,9,0
0.2054794520547945,8,2,1,1,1,3,2,0.0,0.0,0.39795918367346933,5,0
0.8082191780821917,4,5,4,8,6,5,2,0.0,0.0,0.39795918367346933,5,1
0.3698630136986301,4,4,4,8,6,5,2,0.15024150241502415,0.0,0.6020408163265305,5,1
0.41095890410958896,6,5,1,7,4,5,1,0.0,0.0,0.5,5,0
0.0410958904109589,4,2,1,5,1,5,1,0.0,0.0,0.39795918367346933,5,0
0.1643835616438356,4,2,1,4,4,5,2,0.0,0.0,0.39795918367346933,5,0
0.2054794520547945,9,2,4,4,6,5,2,0.07688076880768807,0.0,0.39795918367346933,5,1
0.0,3,1,1,5,1,5,1,0.3409534095340953,0.0,0.31632653061224486,5,0
0.1780821917808219,4,1,1,4,1,5,2,0.0,0.0,0.39795918367346933,5,0
0.1917808219178082,7,2,1,3,4,5,1,0.0,0.0,0.39795918367346933,5,0
0.3424657534246575,4,2,4,4,6,5,2,0.0,0.0,0.39795918367346933,5,0
0.0958904109589041,4,4,1,6,2,5,2,0.0,0.0,0.39795918367346933,5,0
0.2876712328767123,4,6,4,7,6,5,2,0.0,0.0,0.39795918367346933,5,1
0.5342465753424657,6,2,4,1,6,5,2,0.0,0.4331955922865014,0.5,9,1
0.1506849315068493,4,2,4,6,5,5,1,0.04064040640406404,0.0,0.24489795918367346,5,0
0.2602739726027397,4,2,1,4,1,5,1,0.0,0.0,0.39795918367346933,5,0
0.4931506849315069,4,1,4,4,6,5,2,0.0,0.0,0.5,5,0
0.5342465753424657,9,2,4,6,6,5,2,0.0,0.0,0.5,5,0
0.4383561643835617,7,3,4,4,6,3,2,0.0,0.0,0.39795918367346933,5,1
0.5205479452054793,4,2,4,6,6,5,2,0.0,0.0,0.5612244897959183,5,0
0.0684931506849315,4,2,1,4,4,5,2,0.0,0.0,0.4081632653061224,5,0
0.0547945205479452,4,2,1,1,1,5,1,0.0,0.0,0.39795918367346933,5,0
0.3150684931506849,4,4,4,8,6,5,2,0.0,0.0,0.6020408163265305,5,0
0.1780821917808219,4,4,1,8,1,3,2,0.0,0.0,0.39795918367346933,8,0
0.1643835616438356,5,4,4,7,6,5,2,0.0,0.0,0.5,5,1
0.0273972602739726,4,2,1,1,1,3,2,0.0,0.0,0.346938775510204,5,0
0.41095890410958896,4,4,4,8,5,5,1,0.0,0.0,0.39795918367346933,5,1
0.0410958904109589,4,2,1,3,1,5,1,0.0,0.39462809917355374,0.2755102040816326,5,0
0.1917808219178082,4,3,4,3,6,5,2,0.0,0.0,0.39795918367346933,5,1
0.2465753424657534,3,2,4,5,6,5,2,0.0,0.0,0.39795918367346933,5,0
0.30136986301369856,4,2,3,4,4,5,2,0.0,0.0,0.39795918367346933,5,0
0.1506849315068493,4,3,1,6,4,5,1,0.0,0.0,0.6020408163265305,5,0
0.0958904109589041,4,2,1,1,4,5,1,0.0,0.40449954086317724,0.39795918367346933,5,0
0.2876712328767123,6,2,4,4,6,5,2,0.04386043860438604,0.0,0.346938775510204,5,0
0.27397260273972607,4,4,4,6,6,5,2,0.0,0.0,0.5,5,0
0.3972602739726027,4,3,3,5,4,3,1,0.0,0.0,0.3571428571428571,5,0
0.2876712328767123,8,5,4,7,6,5,2,0.0,0.0,0.39795918367346933,6,1
0.35616438356164376,6,2,4,4,6,5,2,0.0,0.0,0.6020408163265305,5,0
0.136986301369863,4,3,4,3,5,5,1,0.0,0.0,0.346938775510204,5,0
0.0410958904109589,4,2,1,6,1,5,2,0.0,0.0,0.19387755102040813,5,0
0.4383561643835617,4,2,4,4,6,4,2,0.0,0.0,0.39795918367346933,5,1
0.6027397260273972,9,2,4,4,6,5,2,0.0,0.0,0.39795918367346933,5,0
0.136986301369863,4,2,1,6,1,5,1,0.0,0.0,0.39795918367346933,5,0
0.0273972602739726,4,2,1,1,1,5,2,0.0,0.0,0.2959183673469387,1,0
0.3835616438356165,4,3,1,7,4,5,1,0.0,0.3590449954086318,0.39795918367346933,5,1
0.726027397260274,4,2,1,5,2,5,2,0.0,0.0,0.39795918367346933,5,0
0.1917808219178082,4,2,1,4,3,3,1,0.0,0.0,0.2959183673469387,5,0
0.0684931506849315,4,2,4,1,6,5,2,0.0,0.0,0.2346938775510204,5,0
0.2602739726027397,4,2,2,1,3,5,1,0.0,0.0,0.2346938775510204,5,0
0.6438356164383561,4,1,4,4,6,5,2,0.0,0.5002295684113865,0.39795918367346933,5,0
0.35616438356164376,3,2,3,5,4,5,1,0.0,0.0,0.39795918367346933,5,0
0.41095890410958896,7,2,3,3,3,5,1,0.0,0.0,0.37755102040816324,1,0
0.2328767123287671,4,2,1,3,4,5,1,0.0,0.0,0.39795918367346933,5,0
0.2191780821917808,4,4,1,8,2,4,1,0.0,0.0,0.39795918367346933,4,0
0.0547945205479452,4,2,1,4,1,5,2,0.0,0.0,0.346938775510204,5,0
0.4794520547945205,3,2,3,5,4,5,2,0.0,0.0,0.44897959183673464,5,1
0.4246575342465753,4,2,4,4,6,5,2,0.0,0.0,0.4591836734693877,5,0
0.0821917808219178,4,4,1,4,4,5,2,0.0,0.0,0.39795918367346933,5,0
0.7397260273972601,6,2,3,6,3,3,2,0.0,0.41689623507805323,0.01020408163265306,5,0
0.1643835616438356,4,2,3,4,4,5,2,0.0,0.0,0.6020408163265305,5,0
0.3424657534246575,4,4,3,1,2,3,2,0.0,0.0,0.5,5,0
0.6986301369863013,3,1,3,5,4,5,1,0.0,0.0,0.19387755102040813,5,0
0.1095890410958904,4,2,1,1,3,5,1,0.0,0.0,0.39795918367346933,5,0
0.3698630136986301,9,5,3,8,3,4,1,0.0,0.0,0.39795918367346933,5,0
0.1506849315068493,4,2,1,8,4,4,1,0.0,0.0,0.39795918367346933,9,0
0.3835616438356165,6,5,4,6,6,5,2,0.0,0.0,0.39795918367346933,5,1
0.2602739726027397,4,2,3,1,3,5,1,0.0,0.0,0.39795918367346933,1,0
0.30136986301369856,8,3,1,8,4,5,2,0.0,0.0,0.4183673469387755,5,0
0.3972602739726027,5,5,2,5,3,5,2,0.0,0.0,0.39795918367346933,5,0
0.0136986301369863,4,1,1,4,1,5,2,0.0,0.0,0.1530612244897959,5,0
0.6712328767123288,7,3,2,7,4,5,1,0.0,0.0,0.19387755102040813,5,0
0.136986301369863,4,2,1,1,4,5,2,0.0,0.45454545454545453,0.39795918367346933,5,0
0.1506849315068493,5,2,4,5,6,5,2,0.0,0.0,0.39795918367346933,5,0
0.46575342465753417,4,2,4,6,6,5,2,0.0,0.45385674931129477,0.39795918367346933,5,1
0.136986301369863,4,4,1,4,4,5,2,0.0,0.0,0.5,5,0
0.1506849315068493,5,4,4,7,6,5,2,0.0,0.0,0.39795918367346933,5,1
0.136986301369863,4,2,3,6,3,5,1,0.0,0.0,0.24489795918367346,5,0
0.0547945205479452,4,2,1,4,1,3,2,0.0,0.0,0.39795918367346933,5,0
0.2328767123287671,4,2,1,4,4,3,2,0.0,0.0,0.39795918367346933,5,0
0.0136986301369863,4,2,1,1,1,5,2,0.0,0.0,0.11224489795918367,5,0
0.2191780821917808,4,4,4,7,6,5,2,0.0,0.0,0.6530612244897959,5,0
0.3698630136986301,7,2,4,8,6,3,2,0.0,0.0,0.37755102040816324,5,1
0.35616438356164376,4,2,3,3,4,5,1,0.0,0.0,0.39795918367346933,5,0
0.1780821917808219,4,2,1,4,4,3,2,0.0,0.0,0.44897959183673464,5,0
0.3150684931506849,4,1,4,4,6,5,2,0.0,0.0,0.39795918367346933,1,1
0.27397260273972607,8,2,4,3,6,5,2,0.0,0.0,0.4183673469387755,5,1
0.2328767123287671,4,2,4,3,6,3,2,0.0,0.0,0.39795918367346933,5,0
0.32876712328767127,6,4,3,8,4,5,1,0.0,0.0,0.39795918367346933,5,0
0.4931506849315069,3,4,3,5,4,5,1,0.0,0.0,0.5,5,0
0.1917808219178082,4,5,4,7,5,5,1,0.0,0.0,0.5,5,0
0.5616438356164384,5,7,4,7,6,5,2,0.0,0.0,0.0,5,1
0.2876712328767123,4,2,3,4,4,3,1,0.0,0.0,0.2755102040816326,5,0
0.0958904109589041,4,2,4,4,6,5,2,0.0,0.0,0.39795918367346933,5,0
0.32876712328767127,7,4,4,4,6,3,2,0.0,0.0,0.39795918367346933,5,0
0.41095890410958896,4,2,4,5,6,5,2,0.0,0.0,0.44897959183673464,5,0
0.32876712328767127,8,4,4,5,6,5,2,0.0,0.0,0.2346938775510204,5,0
0.0821917808219178,4,1,4,4,2,5,2,0.0,0.0,0.39795918367346933,1,0
0.2602739726027397,4,2,3,4,4,5,2,0.0,0.0,0.39795918367346933,5,0
0.3150684931506849,8,5,1,8,4,5,1,0.14084140841408413,0.0,0.5510204081632653,5,1
0.2465753424657534,4,5,4,7,2,5,2,0.07298072980729807,0.0,0.39795918367346933,5,1
0.0958904109589041,6,2,1,6,4,5,2,0.0,0.0,0.39795918367346933,5,0
0.1232876712328767,4,5,1,7,4,5,1,0.0,0.43067033976124885,0.39795918367346933,5,0
0.0273972602739726,3,2,1,5,1,5,2,0.0,0.0,0.39795918367346933,8,0
0.46575342465753417,4,4,4,8,6,5,2,0.0,0.0,0.5,5,1
0.3424657534246575,7,2,1,7,4,5,1,0.0,0.3076216712580349,0.39795918367346933,5,0
0.27397260273972607,5,2,3,3,3,5,1,0.0,0.0,0.346938775510204,5,0
0.0136986301369863,4,1,1,6,1,5,1,0.0,0.0,0.39795918367346933,5,0
0.2602739726027397,4,4,4,1,6,3,2,0.07298072980729807,0.0,0.3571428571428571,5,1
0.2465753424657534,4,2,3,4,4,5,2,0.0,0.0,0.6020408163265305,5,0
0.5616438356164384,9,2,4,6,5,5,1,0.15024150241502415,0.0,0.346938775510204,5,1
0.0,4,1,1,6,1,5,1,0.0,0.0,0.11224489795918367,5,0
0.3698630136986301,7,2,4,4,6,3,2,0.0,0.0,0.39795918367346933,5,0
0.27397260273972607,4,2,4,4,6,5,2,0.0,0.0,0.39795918367346933,5,1
0.2465753424657534,4,2,1,6,4,2,1,0.0,0.0,0.39795918367346933,5,0
0.5890410958904109,4,2,4,4,6,4,2,0.0,0.0,0.39795918367346933,5,0
0.5068493150684932,9,1,4,4,6,5,2,0.0,0.0,0.39795918367346933,5,1
0.27397260273972607,4,4,1,8,4,3,2,0.0,0.0,0.6020408163265305,5,1
0.4520547945205479,4,3,3,6,4,5,1,0.0,0.0,0.39795918367346933,5,0
0.2876712328767123,4,4,4,6,6,5,2,0.0,0.0,0.5,3,0
0.3835616438356165,4,4,4,7,6,5,2,0.0,0.0,0.5510204081632653,5,0
0.1095890410958904,4,1,1,4,4,5,2,0.0,0.0,0.39795918367346933,5,0
0.1917808219178082,4,2,4,4,6,5,2,0.0,0.0,0.39795918367346933,5,0
0.6438356164383561,3,1,3,5,4,5,2,0.0,0.0,0.39795918367346933,5,0
1.0,4,2,1,1,4,3,2,0.0,0.5064279155188246,0.39795918367346933,5,0
0.5068493150684932,4,2,4,3,6,3,2,0.0,0.0,0.19387755102040813,5,0
0.4931506849315069,7,1,1,4,4,5,1,0.0,0.0,0.346938775510204,5,0
0.0136986301369863,4,2,1,6,1,5,1,0.0,0.0,0.39795918367346933,5,0
0.5890410958904109,3,1,3,5,4,2,1,0.0,0.0,0.09183673469387754,5,0
0.6712328767123288,6,2,4,4,6,5,2,0.014090140901409014,0.0,0.5,5,0
0.7945205479452053,4,3,2,3,4,5,1,0.0,0.0,0.19387755102040813,2,0
0.6575342465753424,4,2,3,3,4,5,1,0.0,0.0,0.39795918367346933,5,0
0.2465753424657534,4,1,3,4,4,3,2,0.036740367403674035,0.0,0.39795918367346933,5,0
0.32876712328767127,4,2,3,6,3,3,1,0.0,0.0,0.37755102040816324,5,0
0.1095890410958904,4,2,1,3,4,5,2,0.0,0.0,0.4183673469387755,5,0
0.2191780821917808,4,2,3,4,2,1,1,0.0,0.0,0.39795918367346933,5,0
0.1506849315068493,4,6,1,7,4,5,2,0.0,0.0,0.5510204081632653,5,1
0.5753424657534245,5,2,4,1,6,5,2,0.0,0.0,0.39795918367346933,5,0
0.3150684931506849,5,2,1,3,4,5,1,0.0,0.0,0.37755102040816324,5,0
0.32876712328767127,4,4,4,8,6,5,2,0.0,0.0,0.5,6,1
0.2876712328767123,7,5,4,8,6,5,2,0.0,0.0,0.7040816326530611,5,1
0.0821917808219178,4,2,1,4,1,5,2,0.0,0.0,0.39795918367346933,5,0
0.3150684931506849,4,4,4,7,6,5,2,0.0,0.0,0.39795918367346933,5,1
0.32876712328767127,6,2,4,1,5,5,1,0.0,0.0,0.19387755102040813,5,0
0.0958904109589041,5,3,4,5,6,5,2,0.0,0.0,0.5,5,0
0.0410958904109589,3,2,1,5,1,5,2,0.0,0.0,0.19387755102040813,5,0
0.2876712328767123,4,2,3,4,4,5,2,0.0,0.39967860422405876,0.39795918367346933,5,0
0.5342465753424657,4,2,4,3,6,5,2,0.0,0.0,0.346938775510204,6,0
0.5616438356164384,4,2,4,3,6,5,2,0.0,0.0,0.44897959183673464,5,1
0.2054794520547945,4,2,1,1,4,5,1,0.0,0.0,0.336734693877551,5,0
0.3150684931506849,4,3,4,5,6,5,2,0.0,0.45385674931129477,0.6020408163265305,5,1
0.3835616438356165,4,2,4,3,6,5,2,0.0,0.0,0.39795918367346933,6,0
0.32876712328767127,4,6,4,7,5,5,1,0.0,0.0,0.39795918367346933,5,1
0.3424657534246575,4,4,4,3,5,3,1,0.0,0.0,0.39795918367346933,5,0
0.5753424657534245,7,1,2,1,3,3,1,0.0,0.0,0.2959183673469387,5,0
0.0273972602739726,7,2,1,3,1,5,2,0.0,0.0,0.39795918367346933,5,0
0.5616438356164384,4,2,1,4,4,5,2,0.0,0.0,0.19387755102040813,5,0
0.3424657534246575,6,2,4,4,6,4,2,0.0,0.0,0.39795918367346933,4,1
0.0410958904109589,4,2,1,1,1,5,1,0.0,0.0,0.39795918367346933,5,0
0.2054794520547945,4,2,3,1,4,5,1,0.0,0.0,0.2959183673469387,5,0
0.3835616438356165,4,3,2,8,4,5,1,0.0,0.0,0.44897959183673464,5,0
0.4520547945205479,4,1,3,4,4,5,2,0.0,0.0,0.39795918367346933,5,0
0.2602739726027397,4,4,3,7,1,5,1,0.0,0.0,0.39795918367346933,5,0
0.3835616438356165,4,2,4,6,6,5,2,0.0,0.0,0.6020408163265305,5,0
0.0,4,1,1,1,1,5,2,0.0,0.0,0.11224489795918367,5,0
0.5753424657534245,4,2,4,6,6,5,2,0.04064040640406404,0.0,0.39795918367346933,5,0
0.1232876712328767,4,1,4,4,6,5,2,0.0,0.0,0.39795918367346933,5,0
0.27397260273972607,9,2,4,8,6,4,2,0.0,0.0,0.7551020408163265,4,1
0.0273972602739726,3,2,1,5,1,5,2,0.0,0.0,0.2346938775510204,9,0
0.6438356164383561,4,2,4,8,6,5,2,0.0,0.0,0.39795918367346933,5,1
0.2191780821917808,4,4,1,7,4,5,1,0.0,0.0,0.44897959183673464,5,0
0.2191780821917808,4,2,4,4,5,5,1,0.0,0.0,0.39795918367346933,5,1
0.6027397260273972,4,2,4,8,6,5,2,0.0,0.0,0.39795918367346933,5,1
0.0,4,1,1,1,1,5,2,0.01055010550105501,0.0,0.2346938775510204,5,0
0.4520547945205479,6,5,4,4,6,5,2,0.024070240702407025,0.0,0.9897959183673468,5,0
0.136986301369863,7,5,1,7,1,5,2,0.0,0.0,0.346938775510204,5,0
0.1780821917808219,4,2,3,7,1,5,1,0.0,0.0,0.39795918367346933,5,0
0.35616438356164376,4,2,4,4,6,3,2,0.0,0.0,0.39795918367346933,5,0
0.3698630136986301,4,2,4,4,6,5,2,0.07298072980729807,0.0,0.39795918367346933,5,1
0.2465753424657534,4,2,1,8,4,5,1,0.0,0.0,0.39795918367346933,5,0
0.1095890410958904,4,2,1,5,1,5,1,0.0,0.0,0.39795918367346933,5,0
0.0958904109589041,4,2,4,4,5,5,1,0.07298072980729807,0.0,0.47959183673469385,5,1
0.0684931506849315,4,4,1,7,4,5,1,0.0,0.0,0.14285714285714282,8,0
0.3424657534246575,7,2,4,4,6,5,2,0.051780517805178054,0.0,0.39795918367346933,5,1
0.2328767123287671,4,3,3,6,3,3,1,0.0,0.0,0.44897959183673464,5,0
0.5890410958904109,4,4,3,7,4,5,1,0.0,0.0,0.4183673469387755,5,0
0.547945205479452,8,5,4,6,6,5,2,0.15024150241502415,0.0,0.39795918367346933,5,1
0.32876712328767127,4,6,4,7,6,5,2,0.0,0.0,0.6020408163265305,5,1
0.4520547945205479,4,2,3,1,4,5,2,0.0,0.0,0.44897959183673464,5,0
0.1095890410958904,4,4,1,8,4,5,1,0.0,0.0,0.39795918367346933,5,0
0.4520547945205479,4,1,4,4,6,5,2,0.0,0.0,0.39795918367346933,2,0
0.2602739726027397,4,4,4,7,6,5,2,0.0,0.0,0.44897959183673464,5,0
0.1917808219178082,4,2,3,7,4,5,1,0.0,0.0,0.39795918367346933,5,0
0.1643835616438356,7,4,1,5,4,5,2,0.0,0.0,0.5612244897959183,5,0
0.0547945205479452,4,2,1,6,1,5,2,0.0,0.0,0.44897959183673464,5,0
0.136986301369863,4,4,1,5,3,3,1,0.0,0.0,0.39795918367346933,5,0
0.6575342465753424,4,2,4,4,6,5,2,0.0,0.0,0.1530612244897959,5,0
0.27397260273972607,9,4,3,6,4,5,1,0.0,0.0,0.6020408163265305,5,0
0.30136986301369856,3,5,4,5,5,4,1,0.034640346403464035,0.0,0.39795918367346933,6,0
0.0958904109589041,4,2,1,4,1,5,2,0.0,0.0,0.39795918367346933,5,0
0.2876712328767123,4,2,3,6,4,5,2,0.0,0.0,0.8061224489795917,5,0
0.4246575342465753,4,4,4,3,6,5,2,0.07688076880768807,0.0,0.39795918367346933,5,1
0.0547945205479452,4,2,1,1,4,4,1,0.0,0.0,0.24489795918367346,5,0
0.1917808219178082,4,2,4,4,6,5,2,0.0,0.0,0.44897959183673464,5,1
0.5205479452054793,4,2,4,6,6,5,2,0.04386043860438604,0.0,0.39795918367346933,5,1
0.0958904109589041,4,2,4,3,5,4,1,0.0,0.0,0.39795918367346933,4,0
0.1232876712328767,4,3,1,5,4,5,2,0.0,0.0,0.44897959183673464,5,0
0.3972602739726027,4,3,1,7,4,5,1,0.0,0.0,0.32653061224489793,5,0
0.2465753424657534,4,3,4,3,6,5,2,0.0,0.0,0.39795918367346933,5,1
0.32876712328767127,9,2,4,4,6,5,2,0.0,0.0,0.5408163265306122,5,1
0.1232876712328767,4,4,1,6,4,5,2,0.0,0.0,0.39795918367346933,5,0
0.2328767123287671,4,5,4,8,6,4,2,0.07298072980729807,0.0,0.346938775510204,7,1
0.0273972602739726,3,2,1,5,1,3,1,0.0,0.0,0.24489795918367346,5,0
0.2602739726027397,6,4,3,7,4,3,1,0.0,0.0,0.39795918367346933,5,1
0.0684931506849315,4,2,1,6,1,5,2,0.0,0.0,0.14285714285714282,5,0
0.0958904109589041,4,2,1,4,4,5,2,0.0,0.0,0.39795918367346933,5,0
